code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
66831,SADQ - Severity of alcohol dependence questionnaire,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRk6.11,Mild,30,1,"",2,read,,,
109800,Hospital attendance related to personal alcohol consumption,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9NzA.00,Severe,"","","",2,read,963281000000104,2454281000000112,37
109668,Specialist alcohol treatment service signposted,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,8CdK.00,Severe,"","","",2,read,946101000000100,2419601000000110,32
40602,ADS - Alcohol dependence scale,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZR1E.11,Mild,"",1,"",2,read,,,
37946,Chronic alcoholic brain syndrome,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,E012000,Severe,"","","",2,read,191475009,294668018,32
56947,Continuous acute alcoholic intoxication in alcoholism,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,E230100,Severe,"","","",2,read,191804003,295129015,32
108644,In-house alcohol detoxification,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9NJz.00,Severe,"","","",2,read,892631000000102,2298341000000114,37
110382,Withdrawn from alcohol detoxification programme,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9NgzH00,Severe,"","","",2,read,719340007,3316032010,37
27670,Maternal care for (suspected) damage to fetus from alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,L255300,Severe,"","","",2,read,173300003,268308014,32
61583,[V]Medicolegal blood alcohol test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZV70411,Mild,"",1,"",2,read,171408004,265595016,1
46848,DPS - Drinking problem scale,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRBJ.11,Mild,"",1,"",2,read,,,
110624,Alcohol relapse prevention,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,8BAs.00,Severe,"","","",2,read,968891000000109,2467301000000111,32
37605,Dipsomania,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,E231.11,Severe,"","","",2,read,7200002,502016018,32
64389,[X]Ment & behav dis due use alcohol: unsp ment & behav dis,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Eu10z00,Severe,"","","",2,read,91388009,151411015,32
45169,[X]Men & behav dis due to use alcohol: oth men & behav dis,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Eu10y00,Severe,"","","",2,read,29212009,48886010,32
62000,[X]Men & behav dis due alcoh: resid & late-onset psychot dis,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Eu10700,Severe,"","","",2,read,42344001,70655012,32
65754,Alcohol-induced pseudo-Cushing's syndrome,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,C150500,Severe,"","","",2,read,237738005,356292013,15
95181,Alcohol reduction programme,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Z191211,Severe,"","","",2,read,,,
100989,Breath alcohol level,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,4I91.11,Mild,"",1,"",2,read,1820004,1127841000000113,20
62300,Short alcohol dependence data,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRk9.00,Mild,"",1,"",2,read,,,
65932,[X]Alcoholic jealousy,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Eu10512,Severe,"","","",2,read,42344001,70655012,32
47907,[X]Eviden of alcoh involv blood alcoh level 200-239mg/100ml,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U807.00,Severe,"","","",2,read,442669008,2817739010,32
39726,[X]Eviden alcoh involv blood alcoh level 240mg/100ml or more,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U808.00,Severe,"","","",2,read,442669008,2817739010,32
101718,Drinks in morning to get rid of hangover,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,136Y.00,Severe,"","","",2,read,228310006,342361016,17
68111,Other alcoholic psychosis NOS,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,E01yz00,Severe,"","","",2,read,42344001,70655012,32
66019,Suspect fetal damage from maternal alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,L254.11,Severe,"","","",2,read,609418009,2965662019,32
110494,Alcohol harm reduction programme,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,8BAu.00,Severe,"","","",2,read,720175009,3319643016,32
104649,Replaces meals with drinks,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,1F9D.00,Severe,"","","",2,read,781911000000108,1748121000000117,27
108205,"Clinical Institute Withdrawal Assessment for Alcohol, revisd",SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,38QA.00,Severe,"","","",2,read,895841000000104,2305061000000110,32
109675,Hospital alcohol liaison team report received,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9EVD.00,Severe,"","","",2,read,921441000000103,2364891000000111,37
43813,Police:venesect-alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9EQ..11,Severe,"","","",2,read,16751000000101,13041000000112,37
72757,Fetus/neonate affected by placental/breast transfer alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Q007100,Severe,"","","",2,read,268796000,402169011,32
44686,[X]Evid alcoh invol determ by level of intox sev alcoh intox,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U812.00,Severe,"","","",2,read,25702006,43081018,32
66699,Fetus and newborn affected by maternal use of alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,PK83.00,Severe,"","","",2,read,205791004,315575012,32
41920,Alcohol amnestic syndrome NOS,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,E011z00,Severe,"","","",2,read,73097000,121405015,32
61750,Comprehensive drinker profile,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZR3f.00,Mild,"",1,"",2,read,,,
69331,MAST - Michigan alcoholism screening test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRa1.11,Mild,8,1,"",2,read,,,
56441,Michigan alcoholism screening test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRa1.00,Mild,8,1,"",2,read,,,
62299,SADD - Short alcohol dependence data,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRk9.11,Mild,10,1,"",2,read,,,
73876,[X]Alcohol deterrents caus adverse effects in therapeut use,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U60H300,Severe,"","","",2,read,292416003,432554017,5
39738,[X]Evid alcoh invl determ by levl intox very sev alcoh intox,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U813.00,Severe,"","","",2,read,25702006,43081018,32
68159,"[X]Poison/exposure ?intent, to alcohol at home",SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U409000,Severe,"","","",2,read,67426006,112060019,32
56369,HO/RTS-police:venesect alc,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9EQ..00,Severe,"","","",2,read,16751000000101,13011000000111,37
102121,Police:venesect-alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9EQ..12,Severe,"","","",2,read,,,
69691,[X]Dipsomania,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Eu10213,Severe,"","","",2,read,66590003,500478011,32
112645,[X]Intent self pois alcohol in street/highway,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U209400,Severe,"","","",2,read,67426006,112060019,32
96219,[X]Pois/expos ?intent alcohol in street/highway,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U409400,Severe,"","","",2,read,67426006,112060019,32
112448,[X]Pois/expos ?intent to alcohol at res institut,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U409100,Severe,"","","",2,read,67426006,112060019,32
61190,[X]Pois/expos ?intent to alcohol unspecif place,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U409z00,Severe,"","","",2,read,67426006,112060019,32
97916,Fetal alcohol syndrome,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Q007111,Severe,"","","",2,read,205788004,315571015,32
109105,Refer to MH services deferred until alcohol misuse resolved,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,8W2..00,Severe,"","","",2,read,933641000000103,2391941000000114,32
99985,Brief Michigan alcoholism screening test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRa1100,Mild,4,1,"",2,read,,,
70939,Munich alcoholism test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRaU.00,Mild,"",1,"",2,read,,,
d_56720,Nalmefene 18mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,16260021,Severe,"","","",2,prodcode,,,
d_57225,Selincro 18mg tablets (Lundbeck Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,16261021,Severe,"","","",2,prodcode,,,
d_2269,Antabuse 200mg tablets (Actavis UK Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,57840020,Severe,"","","",2,prodcode,,,
d_871,Disulfiram 200mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,62716020,Severe,"","","",2,prodcode,,,
d_70528,Disulfiram 200mg tablets (Alliance Healthcare (Distribution) Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,57339021,Severe,"","","",2,prodcode,,,
d_65691,Antabuse 250mg tablets (Imported (United States)),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,27338021,Severe,"","","",2,prodcode,,,
d_69396,Disulfiram 250mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,27337021,Severe,"","","",2,prodcode,,,
d_2598,Acamprosate 333mg gastro-resistant tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,81317020,Severe,"","","",2,prodcode,,,
d_5628,Campral ec 333mg Gastro-resistant tablet (Lipha Pharmaceuticals Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,81315020,Severe,"","","",2,prodcode,,,
d_6759,Campral EC 333mg tablets (Merck Serono Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,86993020,Severe,"","","",2,prodcode,,,
d_69570,Disulfiram 500mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,73883021,Severe,"","","",2,prodcode,,,
d_60240,Disulfiram 500mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,16638021,Severe,"","","",2,prodcode,,,
d_60514,Esperal 500mg tablets (IDIS),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,16639021,Severe,"","","",2,prodcode,,,
13308,A/N care: social risk,AFE1,High-risk antenatal presentation (social risk specific),"High-risk antenatal presentation, social-risk specific",Antenatal care & health visiting concerns,AFE,625..00,"","","","",3,read,169591002,263132011,16
28103,Concealed pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,Z22A300,"","","","",2,read,,,
26694,A/N care: poor home conditions,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6251.00,"","","",2,3,read,169592009,263133018,16
108236,Concealed pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,621D.00,"","","",2,2,read,237233002,355557010,16
6580,[V]Supervision of high-risk pregnancy due to social problems,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,ZV23800,"","","",2,3,read,702742009,3005967014,32
106957,Did not attend pertussis vaccination in pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Nif.00,"","","","",2,read,866351000000103,2239111000000111,9
105491,To prevent grave permnt inj physic/mental health preg woman,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea1.00,"","","","",3,read,310506006,454094017,37
103683,Referral to teenage pregnancy and parenting support service,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,8Hki.00,"","","","",3,read,775821000000102,1733031000000110,40
98133,Risk life pregnant woman greater than if pregnancy terminatd,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea0.00,"","","","",2,read,310506006,454094017,37
104989,Fetus or neonate affected by maternal postnatal depression,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,Q018.00,"","","","",3,read,206035009,315863012,32
98492,Failed to make choice and booking hospital appointment - ESA,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9kK3.00,"","","","",2,read,504661000000101,1121131000000116,37
26694,A/N care: poor home conditions,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6251.00,"","","","",2,read,169592009,263133018,16
35509,A/N care: precious pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,624..00,"","","","",2,read,169587007,263128017,16
